Date,Description,Comments,Check Number,Amount,Balance
6/9/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($24.93),"$11,597.29 "
6/8/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($35.72),"$11,622.22 "
6/8/2020,POS  AMZN Mktp US*MY02M9042 Amzn.com/billWAUS,,,($146.87),"$11,657.94 "
6/8/2020,POS  GameStop               817-422-2085 TXUS,,,($49.93),"$11,804.81 "
6/8/2020,POS  GameStop               817-422-2085 TXUS,,,($74.90),"$11,854.74 "
6/8/2020,POS  GameStop               817-422-2085 TXUS,,,($49.93),"$11,929.64 "
6/7/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($60.78),"$11,979.57 "
6/5/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($32.56),"$12,040.35 "
6/5/2020,External Deposit INTERA  - PAYROLL,,,"$1,695.36 ","$12,072.91 "
6/3/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($115.06),"$10,377.55 "
6/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($115.00),"$10,492.61 "
6/1/2020,POS THE HOME DEPOT 4 2855 DUPORTAIL STRE    RICHLAND     WAUS,,,($70.58),"$10,607.61 "
6/1/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($220.00),"$10,678.19 "
6/1/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$10,881.40 "
5/31/2020,Credit Interest,,,$16.79 ,"$10,898.19 "
5/31/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($137.24),"$10,882.48 "
5/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.79),"$11,019.72 "
5/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$11,069.51 "
5/29/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($82.48),"$11,085.79 "
5/27/2020,POS CIRCLE K x6037 3957 W VAN GIESEN      RICHLAND     WAUS,,,($31.63),"$11,168.27 "
5/27/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($448.00),"$11,199.90 "
5/26/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($23.86),"$11,647.90 "
5/26/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$11,671.76 "
5/26/2020,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($63.47),"$11,691.63 "
5/23/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$11,755.10 "
5/22/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.34 ","$11,855.10 "
5/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$10,051.76 "
5/20/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x3085\,,,($202.84),"$10,126.76 "
5/20/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($38.00),"$10,329.60 "
5/19/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($266.36),"$10,367.60 "
5/18/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($6.49),"$10,633.96 "
5/17/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($255.48),"$10,640.45 "
5/16/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($9.00),"$10,895.93 "
5/15/2020,POS  AMZN Mktp US*MC6GJ0RM1 Amzn.com/billWAUS,,,($44.29),"$10,904.93 "
5/15/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($13.99),"$10,949.22 "
5/14/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($16.28),"$10,963.21 "
5/14/2020,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($1.08),"$10,979.49 "
5/13/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($468.85),"$10,980.57 "
5/13/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$11,449.42 "
5/11/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($369.96),"$11,549.42 "
5/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$11,919.38 "
5/9/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$11,924.38 "
5/8/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.35 ","$12,024.38 "
5/6/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$10,221.03 "
5/6/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($8.42),"$10,222.11 "
5/3/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($31.71),"$10,230.53 "
5/2/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($6.00),"$10,262.24 "
5/2/2020,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$10,268.24 "
4/30/2020,Credit Interest,,,$15.47 ,"$10,383.24 "
4/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.79),"$10,367.77 "
4/29/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$10,417.56 "
4/28/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($816.79),"$10,418.64 "
4/25/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($22.78),"$11,235.43 "
4/25/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$11,258.21 "
4/24/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.70),"$11,278.08 "
4/24/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.37 ","$11,299.78 "
4/23/2020,POS  AMZN Mktp US*BD07M8G83 Amzn.com/billWAUS,,,($56.35),"$9,496.41 "
4/23/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($14.62),"$9,552.76 "
4/21/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x4558\,,,($202.84),"$9,567.38 "
4/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$9,770.22 "
4/20/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($61.65),"$9,845.22 "
4/20/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($442.69),"$9,906.87 "
4/20/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$10,349.56 "
4/20/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($300.00),"$10,350.64 "
4/19/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$10,650.64 "
4/17/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($600.00),"$10,670.51 "
4/17/2020,POS  SMOKE CITY FOR LESS    KENNEWICK    WAUS,,,($34.73),"$11,270.51 "
4/15/2020,External Deposit ACQUIOM CLEARING  - PAYMENTS,,,$136.60 ,"$11,305.24 "
4/15/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,168.64 "
4/15/2020,External Deposit IRS  TREAS 310  -   TAX REF,,,"$1,200.00 ","$11,169.72 "
4/13/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$9,969.72 "
4/13/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($10.00),"$10,169.72 "
4/13/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$10,179.72 "
4/11/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$10,184.72 "
4/10/2020,POS ROCKET MART 5304 W Canal Dr        Kennewick    WAUS,,,($33.74),"$10,204.59 "
4/10/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.34 ","$10,238.33 "
4/7/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($11.92),"$8,434.99 "
4/4/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($80.67),"$8,446.91 "
4/4/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$8,527.58 "
4/4/2020,POS Wal-Mart Super C 3261 WAL-SAMS          RICHLAND     WAUS,,,($125.44),"$8,547.45 "
4/2/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($541.86),"$8,672.89 "
4/2/2020,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$9,214.75 "
4/1/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$9,329.75 "
3/31/2020,Credit Interest,,,$21.93 ,"$9,330.83 "
3/31/2020,POS  LMC BUSINESS OFFICE    509-546-2319 WAUS,,,($22.19),"$9,308.90 "
3/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.79),"$9,331.09 "
3/30/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$9,380.88 "
3/30/2020,POS WAL-MART #3261 2801 DUPORTAIL STRE    RICHLAND     WAUS,,,($57.51),"$9,397.16 "
3/29/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$9,454.67 "
3/28/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($93.12),"$9,474.54 "
3/28/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($76.00),"$9,567.66 "
3/27/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.36 ","$9,643.66 "
3/25/2020,POS VIOC x0091 25 COLUMBIA POINT D    RICHLAND     WAUS,,,($70.58),"$7,840.30 "
3/25/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,910.88 "
3/23/2020,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($277.26),"$7,911.96 "
3/21/2020,POS  CONOCO - KENNEDY MART  WEST RICHLANDWAUS,,,($32.28),"$8,189.22 "
3/21/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$8,296.50 "
3/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$8,221.50 "
3/20/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x4613\,,,($202.84),"$8,496.50 "
3/19/2020,Withdrawal,,,($500.00),"$8,699.34 "
3/19/2020,IAT Withdrawal IAT PAYPAL  x8030  YANG QIAO YUN,,,($23.89),"$9,199.34 "
3/19/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($38.02),"$9,223.23 "
3/18/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($6.49),"$9,261.25 "
3/17/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($140.00),"$9,267.74 "
3/17/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($182.25),"$9,407.74 "
3/17/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($32.95),"$9,589.99 "
3/14/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($14.29),"$9,622.94 "
3/13/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($130.60),"$9,637.23 "
3/13/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.35 ","$9,767.83 "
3/12/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($368.84),"$7,964.48 "
3/12/2020,POS  SQ *LOTUS OF THE MO    RICHLAND     WAUS,,,($27.15),"$8,333.32 "
3/11/2020,POS CIRCLE K x6037 3957 W VAN GIESEN      RICHLAND     WAUS,,,($43.24),"$8,360.47 "
3/10/2020,POS  DAIRY QUEEN #44819     RICHLAND     WAUS,,,($8.03),"$8,403.71 "
3/10/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($27.52),"$8,411.74 "
3/8/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$8,439.26 "
3/8/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($16.83),"$8,539.26 "
3/3/2020,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($194.45),"$8,556.09 "
3/3/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($28.59),"$8,750.54 "
3/2/2020,POS CIRCLE K x6037 3957 W VAN GIESEN      RICHLAND     WAUS,,,($41.63),"$8,779.13 "
2/29/2020,Credit Interest,,,$13.89 ,"$8,820.76 "
2/29/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($117.50),"$8,806.87 "
2/29/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.79),"$8,924.37 "
2/29/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$8,974.16 "
2/29/2020,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($15.38),"$8,997.07 "
2/28/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$9,012.45 "
2/28/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.34 ","$9,028.73 "
2/28/2020,POS  MACYS   .COM           800-289-6229 OHUS,,,($87.91),"$7,225.39 "
2/27/2020,External Deposit TAX PRODUCTS PE1 ORIG GREEN DOT BANK - SBTPG LLC,,,"$1,879.12 ","$7,313.30 "
2/25/2020,External Deposit OR REVENUE DEPT  - ORSTTAXRFD,,,$127.00 ,"$5,434.18 "
2/25/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$5,307.18 "
2/24/2020,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($277.26),"$5,330.09 "
2/23/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($36.76),"$5,607.35 "
2/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$5,644.11 "
2/22/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$5,645.19 "
2/22/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($268.58),"$5,745.19 "
2/21/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x9016\,,,($202.84),"$6,013.77 "
2/21/2020,POS  AMZN Mktp US*171Q19L93 Amzn.com/billWAUS,,,($155.70),"$6,216.61 "
2/20/2020,POS  AMAZON.COM             SEATTLE      WAUS,,,($21.11),"$6,372.31 "
2/20/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($28.59),"$6,393.42 "
2/19/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$6,422.01 "
2/19/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($73.88),"$6,423.09 "
2/15/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($179.87),"$6,496.97 "
2/14/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($31.54),"$6,676.84 "
2/14/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$6,708.38 "
2/14/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($35.72),"$6,731.29 "
2/14/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.36 ","$6,767.01 "
2/12/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$4,963.65 "
2/12/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($29.59),"$4,964.73 "
2/11/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$4,994.32 "
2/10/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($17.41),"$5,094.32 "
2/10/2020,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($124.55),"$5,111.73 "
2/7/2020,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($32.48),"$5,236.28 "
2/5/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$5,268.76 "
2/3/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($41.41),"$5,269.84 "
2/3/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($5.97),"$5,311.25 "
2/2/2020,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($106.91),"$5,317.22 "
2/2/2020,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$5,424.13 "
2/2/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($25.63),"$5,539.13 "
2/1/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($140.00),"$5,564.76 "
2/1/2020,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($15.64),"$5,704.76 "
1/31/2020,Credit Interest,,,$10.98 ,"$5,720.40 "
1/31/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($28.59),"$5,709.42 "
1/31/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.36 ","$5,738.01 "
1/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.79),"$3,934.65 "
1/28/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$3,984.44 "
1/28/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($21.71),"$4,000.72 "
1/27/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$4,022.43 "
1/27/2020,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($40.33),"$4,023.51 "
1/27/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($28.59),"$4,063.84 "
1/26/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($336.46),"$4,092.43 "
1/25/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($201.78),"$4,428.89 "
1/25/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$4,630.67 "
1/24/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$4,653.58 "
1/23/2020,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($2.70),"$4,654.66 "
1/22/2020,POS  OFFICE DEPOT 00 1717 GERICHLAND     WAUS,,,($15.18),"$4,657.36 "
1/22/2020,POS  WA DOL LIC & REG 56793 RICHLAND     WAUS,,,($70.50),"$4,672.54 "
1/22/2020,External Withdrawal CAPITAL ONE  - MOBILE PMT,,,($55.00),"$4,743.04 "
1/22/2020,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x7694\,,,($202.84),"$4,798.04 "
1/21/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($120.00),"$5,000.88 "
1/21/2020,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($13.03),"$5,120.88 "
1/21/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$5,133.91 "
1/21/2020,POS 7-ELEVEN 3606 W CLEARWATER      KENNEWICK    WAUS,,,($6.67),"$5,134.99 "
1/19/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($73.28),"$5,141.66 "
1/19/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$5,214.94 "
1/19/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($42.41),"$5,237.85 "
1/17/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.68),"$5,280.26 "
1/17/2020,External Deposit INTERA  - PAYROLL,,,"$1,803.35 ","$5,305.94 "
1/17/2020,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($264.77),"$3,502.59 "
1/15/2020,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($9.77),"$3,767.36 "
1/15/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$3,777.13 "
1/14/2020,POS  ALASKA AIR  x9515SEATTLE      WAUS,,,($334.40),"$3,778.21 "
1/13/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$4,112.61 "
1/13/2020,POS MAVERIK #504 4306 W. CLEARWATER     KENNEWICK    WAUS,,,($36.05),"$4,135.52 "
1/12/2020,ATM Withdrawal WEST RICHLAND PLAZA 2 4000 KENNEDY RD        WEST RICHLANDWA,,,($103.00),"$4,171.57 "
1/12/2020,POS  MAVERIK #448           RICHLAND     WAUS,,,($39.32),"$4,274.57 "
1/12/2020,POS 7-ELEVEN 1540 JADWIN AVENUE     RICHLAND     WAUS,,,($13.03),"$4,313.89 "
1/10/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($23.77),"$4,326.92 "
1/8/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$4,350.69 "
1/8/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$4,373.60 "
1/6/2020,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($19.00),"$4,374.68 "
1/6/2020,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.68),"$4,393.68 "
1/5/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($120.00),"$4,419.36 "
1/4/2020,POS  TRIOS HEALTH           x5802   WAUS,,,($300.22),"$4,539.36 "
1/3/2020,External Deposit INTERA  - PAYROLL,,,"$1,800.71 ","$4,839.58 "
1/3/2020,"POS  CHEVRON/CHRISTENSEN, INWEST RICHLANDWAUS",,,($42.42),"$3,038.87 "
1/2/2020,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$3,081.29 "
1/2/2020,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$3,196.29 "
1/2/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$3,219.20 "
12/31/2019,Credit Interest,,,$7.41 ,"$3,220.28 "
12/31/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($12.76),"$3,212.87 "
12/30/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($145.50),"$3,225.63 "
12/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.77),"$3,371.13 "
12/30/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$3,419.90 "
12/30/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($27.00),"$3,436.18 "
12/29/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.91),"$3,463.18 "
12/28/2019,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$3,486.09 "
12/26/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$3,586.09 "
12/23/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($6.52),"$3,587.17 "
12/23/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.00),"$3,593.69 "
12/22/2019,POS CIRCLE K x6047 1405 N. WENATCHEE A    WENATCHEE    WAUS,,,($21.43),"$3,619.69 "
12/22/2019,POS  THE BLACK ORCHID       LEAVENWORTH  WAUS,,,($15.92),"$3,641.12 "
12/21/2019,POS  DAIRY QUEEN #18550     WENATCHEE    WAUS,,,($6.50),"$3,657.04 "
12/21/2019,POS  MAVERIK #448           RICHLAND     WAUS,,,($44.28),"$3,663.54 "
12/20/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($20.61),"$3,707.82 "
12/20/2019,ATM Withdrawal WEST RICHLAND PLAZA 2 4000 KENNEDY RD        WEST RICHLANDWA,,,($103.00),"$3,728.43 "
12/20/2019,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x4492\,,,($209.47),"$3,831.43 "
12/20/2019,External Deposit INTERA  - PAYROLL,,,"$1,808.22 ","$4,040.90 "
12/20/2019,POS TJ MAXX #805 1220 N COLUMBIA BLV    KENNEWICK    WAUS,,,($9.73),"$2,232.68 "
12/19/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($162.88),"$2,242.41 "
12/19/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($261.86),"$2,405.29 "
12/18/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($5.25),"$2,667.15 "
12/18/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$2,672.40 "
12/18/2019,POS  SMOKE CITY             RICHLAND     WAUS,,,($16.28),"$2,673.48 "
12/17/2019,POS CIRCLE K x6037 3957 W VAN GIESEN      RICHLAND     WAUS,,,($21.57),"$2,689.76 "
12/16/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$2,711.33 "
12/15/2019,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($79.56),"$2,731.20 "
12/15/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($29.06),"$2,810.76 "
12/13/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($3.26),"$2,839.82 "
12/13/2019,POS  LOURDES HEALTH NETWORK 509-542-3044 WAUS,,,($50.00),"$2,843.08 "
12/12/2019,POS  AMZN Mktp US*7839V6YF3 Amzn.com/billWAUS,,,($71.68),"$2,893.08 "
12/11/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($7.24),"$2,964.76 "
12/11/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$2,972.00 "
12/8/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($235.16),"$2,973.08 "
12/7/2019,POS MARSHALLS #1217 2921 QUEENSGATE DR     RICHLAND     WAUS,,,($10.85),"$3,208.24 "
12/7/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($48.75),"$3,219.09 "
12/7/2019,POS  ULTA #1317             RICHLAND     WAUS,,,($95.57),"$3,267.84 "
12/6/2019,POS YOKES WEST RICHL 1401 BOMBING RANGE     W. RICHLAND  WAUS,,,($131.06),"$3,363.41 "
12/6/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($10.83),"$3,494.47 "
12/6/2019,External Deposit INTERA  - PAYROLL,,,"$1,808.24 ","$3,505.30 "
12/5/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($47.96),"$1,697.06 "
12/5/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($4.66),"$1,745.02 "
12/5/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($19.87),"$1,749.68 "
12/4/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$1,769.55 "
12/4/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($53.16),"$1,770.63 "
