Date,Description,Comments,Check Number,Amount,Balance
12/20/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x2419\,,,($202.54),"$1,326.53 "
12/19/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($94.45),"$1,529.07 "
12/19/2018,POS  SQ *ROASTERS KENNEDY   Richland     WAUS,,,($6.00),"$1,623.52 "
12/19/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($10.85),"$1,629.52 "
12/19/2018,POS  ULTA #512              KENNEWICK    WAUS,,,($63.24),"$1,640.37 "
12/18/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($13.95),"$1,703.61 "
12/17/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($21.66),"$1,717.56 "
12/15/2018,POS YOKE'S FRESH MAR 455 ENGLEWOOD DR       RICHLAND     WAUS,,,($63.24),"$1,739.22 "
12/15/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($21.70),"$1,802.46 "
12/15/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),"$1,824.16 "
12/15/2018,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($124.00),"$1,825.24 "
12/14/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($27.24),"$1,949.24 "
12/14/2018,POS  PAYPAL*Hall Christian  San Jose     CAUS,,,$59.92 ,"$1,976.48 "
12/14/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,854.83 ","$1,916.56 "
12/12/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($1.08),$61.73 
12/11/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($5.13),$62.81 
12/8/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$67.94 
12/7/2018,POS  CONOCO - NEIGHBORS CONORICHLAND     WAUS,,,($24.55),$76.19 
12/6/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($36.13),$100.74 
12/4/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.33),$136.87 
12/3/2018,POS BEST BUY 6809 WEST CANAL DRI    KENNEWICK    WAUS,,,($233.46),$162.20 
12/3/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),$395.66 
12/3/2018,External Withdrawal Bella Vista Oper x8590 - Rent,,,"($1,111.32)",$408.69 
12/3/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),"$1,520.01 "
11/30/2018,ATM Service Charge Rebate,,,$8.00 ,"$1,586.00 "
11/30/2018,Credit Interest,,,$1.31 ,"$1,578.00 "
11/30/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($157.00),"$1,576.69 "
11/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.94),"$1,733.69 "
11/30/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$1,783.63 "
11/27/2018,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($84.00),$98.82 
11/27/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($29.00),$182.82 
11/26/2018,POS  VENMO*Hall Christian   New York CityNYUS,,,$44.55 ,$211.82 
11/25/2018,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($8.00),$167.27 
11/24/2018,POS USA GASOLINE 625 1811 LESLIE R          RICHLAND     WAUS,,,($44.12),$175.27 
11/24/2018,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($84.68),$219.39 
11/24/2018,POS  ULTA #1317             RICHLAND     WAUS,,,($71.61),$304.07 
11/24/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($16.00),$375.68 
11/23/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($110.95),$391.68 
11/23/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$502.63 
11/23/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($85.22),$772.92 
11/23/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($45.00),$858.14 
11/23/2018,POS  SQ *ROASTERS KENNEWICK Kennewick    WAUS,,,($7.75),$903.14 
11/20/2018,Withdrawal Monthly Transfer--Jeanene,,,($125.00),$910.89 
11/20/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x6581\,,,($202.54),"$1,035.89 "
11/19/2018,POS ROCKET MART 2111 VAN GIESEN ST     RICHLAND     WAUS,,,($9.16),"$1,238.43 "
11/19/2018,POS  OUTBACK 4617           KENNEWICK    WAUS,,,($121.42),"$1,247.59 "
11/18/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.33),"$1,369.01 "
11/16/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($26.49),"$1,394.34 "
11/16/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($163.29),"$1,420.83 "
11/16/2018,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($124.00),"$1,584.12 "
11/15/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$1,708.12 "
11/15/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$23.31 
11/14/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($22.05),$31.56 
11/13/2018,External Deposit VENMO  - CASHOUT,,,$46.00 ,$53.61 
11/13/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.33),$7.61 
11/13/2018,POS  EXXONMOBIL    x3287 KENNEWICK    WAUS,,,($6.51),$32.94 
11/11/2018,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($6.50),$39.45 
11/10/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($51.11),$45.95 
11/10/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$97.06 
11/8/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$105.31 
11/6/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($9.25),$113.56 
11/5/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($29.72),$122.81 
11/5/2018,POS  MCMENAMINS CEDAR HILLS BEAVERTON    ORUS,,,($45.00),$152.53 
11/5/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),$197.53 
11/5/2018,POS  CHEVRON x5314        TROUTDALE    ORUS,,,($49.53),$262.52 
11/3/2018,POS  PACIFIC RESTAURANT     TILLAMOOK    ORUS,,,($62.00),$312.05 
11/3/2018,POS FRED-MEYER #0377 FRED MEYER 377         TILLAMOOK    ORUS,,,($46.94),$374.05 
11/3/2018,POS  VIOC x0091            RICHLAND     WAUS,,,($70.58),$420.99 
11/3/2018,POS  SAFEWAY  STORE  2723   TILLAMOOK    ORUS,,,($26.00),$491.57 
11/2/2018,POS  PILOT_00195            WASCO        ORUS,,,($45.64),$517.57 
11/2/2018,POS PILOT #0195 91485 BIGGS RUFUS H    WASCO        ORUS,,,($5.37),$563.21 
11/2/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($907.72),$568.58 
11/2/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($150.03),"$1,476.30 "
11/2/2018,POS  SQ *ROASTERS KENNEWICK Kennewick    WAUS,,,($8.00),"$1,626.33 "
11/1/2018,POS  AIRBNB * HMM52CEAJP    415-800-5959 CAUS,,,($269.58),"$1,620.38 "
10/31/2018,ATM Service Charge Rebate,,,$12.00 ,"$1,634.33 "
10/31/2018,Credit Interest,,,$1.95 ,"$1,622.33 "
10/31/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$1,889.96 "
10/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.94),$205.15 
10/30/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$255.09 
10/29/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),$263.34 
10/29/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$276.37 
10/29/2018,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($23.87),$284.62 
10/28/2018,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($104.00),$308.49 
10/27/2018,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($19.01),$412.49 
10/27/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),$431.50 
10/26/2018,POS  SQ *ROASTERS KENNEW    KENNEWICK    WAUS,,,($7.75),$439.75 
10/25/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($129.49),$447.50 
10/25/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($84.64),$576.99 
10/25/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($46.00),$661.63 
10/23/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($117.19),$707.63 
10/22/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x0371\,,,($202.54),$824.82 
10/22/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),"$1,027.36 "
10/20/2018,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,297.65 "
10/20/2018,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($124.00),"$1,422.65 "
10/20/2018,POS USA GASOLINE 625 1811 LESLIE R          RICHLAND     WAUS,,,($54.67),"$1,546.65 "
10/18/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($47.91),"$1,601.32 "
10/17/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($93.20),"$1,649.23 "
10/16/2018,POS  SQ *ROASTERS COFFEE: RIRichland     WAUS,,,($8.25),"$1,742.43 "
10/16/2018,POS  LARSEN CHIROPRACTIC    RICHLAND     WAUS,,,($52.00),"$1,750.68 "
10/15/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.80 ","$1,802.68 "
10/10/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($38.04),$117.88 
10/9/2018,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($7.89),$155.92 
10/9/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($162.00),$163.81 
10/6/2018,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($84.00),$325.81 
10/5/2018,Withdrawal,,,($25.00),$409.81 
10/3/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,"($1,201.76)",$434.81 
10/3/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($249.08),"$1,636.57 "
10/3/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),"$1,885.65 "
10/1/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($10.86),"$1,950.64 "
10/1/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($27.15),"$1,961.50 "
10/1/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),"$1,988.65 "
9/30/2018,ATM Service Charge Rebate,,,$8.00 ,"$2,001.68 "
9/30/2018,Credit Interest,,,$3.20 ,"$1,993.68 "
9/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.94),"$1,990.48 "
9/29/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($16.41),"$2,040.42 "
9/28/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($111.57),"$2,056.83 "
9/28/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($57.55),"$2,168.40 "
9/28/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.82 ","$2,225.95 "
9/26/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($47.17),$541.13 
9/24/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$588.30 
9/24/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($48.00),$858.59 
9/23/2018,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($64.00),$906.59 
9/23/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($9.16),$970.59 
9/21/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($169.63),$979.75 
9/21/2018,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($52.10),"$1,149.38 "
9/21/2018,POS PANDORAS BOX 960 GEORGE WASHINGT    RICHLAND     WAUS,,,($55.35),"$1,201.48 "
9/21/2018,POS  MEN ZONE KENNEWICK     KENNEWICK    WAUS,,,($38.00),"$1,256.83 "
9/21/2018,POS  AGI*RENTERS/CONDO INS  800-370-1990 FLUS,,,($125.00),"$1,294.83 "
9/20/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x5403\,,,($199.05),"$1,419.83 "
9/20/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($98.87),"$1,618.88 "
9/19/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($17.39),"$1,717.75 "
9/17/2018,POS  PP*DUTCH BROS WA0404   KENNEWICK    WAUS,,,($8.75),"$1,735.14 "
9/14/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($89.09),"$1,743.89 "
9/14/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$1,832.98 "
9/14/2018,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($9.00),$148.17 
9/13/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($46.11),$157.17 
9/12/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($17.39),$203.28 
9/12/2018,ATM Withdrawal ST Enterprises x4307 E SR 397 ken    Kennewick    WAUS,,,($64.00),$220.67 
9/11/2018,POS  SQ *ROASTERS COFFEE: RIRichland     WAUS,,,($5.00),$284.67 
9/11/2018,POS ROCKET MART 2111 VAN GIESEN ST     RICHLAND     WAUS,,,($16.03),$289.67 
9/10/2018,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($13.01),$305.70 
9/10/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($54.29),$318.71 
9/10/2018,External Deposit VENMO  - CASHOUT,,,$230.00 ,$373.00 
9/10/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($15.32),$143.00 
9/9/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($125.92),$158.32 
9/7/2018,POS OFFICE DEPOT 6815 WEST CANAL        KENNEWICK    WAUS,,,($12.78),$284.24 
9/6/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($16.17),$297.02 
9/5/2018,External Withdrawal Bella Vista Oper x8302 - Rent,,,"($1,215.14)",$313.19 
9/4/2018,Withdrawal,,,"($2,500.00)","$1,528.33 "
9/4/2018,POS  HOBBYLOBBY 7011 W. CANAKENNEWICK    WAUS,,,($31.90),"$4,028.33 "
9/4/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),"$4,060.23 "
9/4/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),"$4,125.22 "
9/4/2018,POS  ABC*GOLDS GYM          509-x2121  WAUS,,,($36.92),"$4,138.25 "
9/4/2018,POS  PP*DUTCH BROS 224      WEST RICHLA  WAUS,,,($8.25),"$4,175.17 "
9/1/2018,POS PANDORAS BOX 5300 W CLEARWATER A    KENNEWICK    WAUS,,,($21.71),"$4,183.42 "
9/1/2018,POS  STERLINGS RESTAURANT   KENNEWICK    WAUS,,,($23.51),"$4,192.26 "
8/31/2018,ATM Service Charge Rebate,,,$4.00 ,"$4,205.13 "
8/31/2018,Credit Interest,,,$8.87 ,"$4,201.13 "
8/31/2018,POS PANDORAS BOX 5300 W CLEARWATER A    KENNEWICK    WAUS,,,($85.63),"$4,215.77 "
8/31/2018,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($157.32),"$4,301.40 "
8/31/2018,POS  TRICITIES MATTRESS LLC KENNEWICK    WAUS,,,($32.58),"$4,458.72 "
8/31/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$4,491.30 "
8/31/2018,POS  BUSH CAR WASH (AARON D RICHLAND     WAUS,,,($8.00),"$2,806.49 "
8/30/2018,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($42.07),"$2,814.49 "
8/30/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($131.08),"$2,856.56 "
8/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($51.07),"$2,987.64 "
8/30/2018,POS CIRCLE K x0603 5301 W. CANAL DR       KENNEWICK    WAUS,,,($21.89),"$3,038.71 "
8/29/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($51.60),"$3,060.60 "
8/28/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($21.71),"$3,112.20 "
8/23/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($49.00),"$3,133.91 "
8/22/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($376.80),"$3,182.91 "
8/22/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),"$3,559.71 "
8/22/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($125.73),"$3,830.00 "
8/22/2018,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($18.03),"$3,955.73 "
8/21/2018,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($88.40),"$3,973.76 "
8/21/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x6445\,,,($199.05),"$4,062.16 "
8/20/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($21.71),"$4,261.21 "
8/18/2018,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($75.86),"$4,282.92 "
8/18/2018,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($11.97),"$4,358.78 "
8/15/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($9.47),"$4,370.75 "
8/15/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.80 ","$4,380.22 "
8/14/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($17.16),"$2,695.42 "
8/13/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($47.02),"$2,712.58 "
8/10/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($157.01),"$2,759.60 "
8/10/2018,POS ROCKET MART 2111 VAN GIESEN ST     RICHLAND     WAUS,,,($28.71),"$2,916.61 "
8/9/2018,ATM Withdrawal ST Enterprises x4307 E SR 397        Kennewick    WAUS,,,($84.00),"$2,945.32 "
8/7/2018,External Withdrawal Bella Vista Oper x3411 - Rent,,,"($1,067.04)","$3,029.32 "
8/3/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),"$4,096.36 "
8/3/2018,POS  ABC*GOLDS GYM          509-x2121  WAUS,,,($36.92),"$4,161.35 "
8/1/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($40.00),"$4,198.27 "
8/1/2018,POS  APL*ITUNES.COM/BILL    800-275-2273 CAUS,,,($27.13),"$4,238.27 "
7/31/2018,Credit Interest,,,$5.95 ,"$4,265.40 "
7/31/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($255.70),"$4,259.45 "
7/31/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$3,045.01 ","$4,515.15 "
7/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($51.07),"$1,470.14 "
7/30/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),"$1,521.21 "
7/24/2018,POS  CHEVRON/DBA JOE'S CHEVRRICHLAND     WAUS,,,($14.34),"$1,534.24 "
7/24/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($108.29),"$1,548.58 "
7/24/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($51.00),"$1,656.87 "
7/23/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),"$1,707.87 "
7/23/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($3.90),"$1,978.16 "
7/22/2018,POS BEST BUY 6809 WEST CANAL DRI    KENNEWICK    WAUS,,,($162.89),"$1,982.06 "
7/22/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($44.72),"$2,144.95 "
7/22/2018,POS  KADLEC REGIONAL MEDICAL509-x2617  WAUS,,,($325.00),"$2,189.67 "
7/22/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($374.23),"$2,514.67 "
7/21/2018,POS  GETDRIVERSLICENSE      866-x1523  FLUS,,,($19.99),"$2,888.90 "
7/20/2018,POS VIOC x0091 25 COLUMBIA POINT D    RICHLAND     WAUS,,,($111.84),"$2,908.89 "
7/20/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x3593\,,,($199.05),"$3,020.73 "
7/19/2018,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($81.66),"$3,219.78 "
7/19/2018,POS BEST BUY 6809 WEST CANAL DRI    KENNEWICK    WAUS,,,($15.19),"$3,301.44 "
7/18/2018,POS  GETDRIVERSLICENSE      866-x1523  FLUS,,,($3.99),"$3,316.63 "
7/17/2018,POS  WA DOL LIC & REG 25033 KENNEWICK    WAUS,,,($56.00),"$3,320.62 "
7/15/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($3.26),"$3,376.62 "
7/14/2018,POS CIRCLE K x6043 1915 COLUMBIA CENTE    RICHLAND     WAUS,,,($39.60),"$3,379.88 "
7/13/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$3,419.48 "
7/12/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($183.58),"$1,734.67 "
7/9/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$1,918.25 "
7/7/2018,POS SMITTYS 29 1400 BOMBING RANGE     WEST RICHLANDWAUS,,,($9.03),"$1,934.53 "
7/6/2018,External Withdrawal VENMO  - VERIFYBAN,,,($0.01),"$1,943.56 "
7/6/2018,External Withdrawal VENMO  - VERIFYBAN,,,($0.20),"$1,943.57 "
7/6/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($17.99),"$1,943.77 "
7/6/2018,External Deposit VENMO  - VERIFYBAN,,,$0.01 ,"$1,961.76 "
7/6/2018,External Deposit VENMO  - VERIFYBAN,,,$0.20 ,"$1,961.75 "
7/3/2018,External Withdrawal Bella Vista Oper x4335 - Rent,,,"($1,063.46)","$1,961.55 "
7/3/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),"$3,025.01 "
7/3/2018,POS  ABC*GOLDS GYM          509-x2121  WAUS,,,($36.92),"$3,090.00 "
7/2/2018,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($13.03),"$3,126.92 "
7/2/2018,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($86.38),"$3,139.95 "
6/30/2018,Credit Interest,,,$0.08 ,"$3,226.33 "
6/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($51.62),"$3,226.25 "
6/30/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($188.12),"$3,277.87 "
6/30/2018,POS CIRCLE K x6043 1915 COLUMBIA CENTE    RICHLAND     WAUS,,,($7.04),"$3,465.99 "
6/29/2018,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($114.46),"$3,473.03 "
6/29/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.80 ","$3,587.49 "
6/26/2018,POS  SHELL Service Station  RICHLAND     WAUS,,,($50.27),"$1,902.69 "
6/25/2018,External Withdrawal COMENITY PAY II 800-395-5714 - WEB PYMT,,,($48.00),"$1,952.96 "
6/22/2018,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),"$2,000.96 "
6/21/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($290.81),"$2,271.25 "
6/20/2018,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x3512\,,,($195.61),"$2,562.06 "
6/15/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.81 ","$2,757.67 "
6/12/2018,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($51.35),"$1,072.86 "
6/11/2018,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($20.00),"$1,124.21 "
6/8/2018,POS ARS-FRESNO LLC S 22 SOUTH GUM STREET    KENNEWICK    WAUS,,,($6.71),"$1,144.21 "
6/5/2018,External Withdrawal Bella Vista Oper x5760 - Rent,,,"($1,053.46)","$1,150.92 "
6/3/2018,POS  ABC*GOLDS GYM          509-x2121  WAUS,,,($36.92),"$2,204.38 "
6/2/2018,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($100.78),"$2,241.30 "
6/1/2018,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($64.99),"$2,342.08 "
5/31/2018,Credit Interest,,,$4.83 ,"$2,407.07 "
5/31/2018,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,684.82 ","$2,402.24 "
5/30/2018,POS CIRCLE K x6026 1401 GEORGE WASHING    RICHLAND     WAUS,,,($10.10),$717.42 
5/30/2018,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($51.65),$727.52 
